IdEvaluacionPartido;IdPartido;IdCT;IdEvaluador;FechaEvaluacion;IdJugador;Condicion;IdPosicion;Nota;Comentario;;;;;;;;;;;;;;;;;
2564;171;10;6;10/06/2023;124;Suplente ingresa;;4;Fabian es un jugador que se frustra muy rapido cuando no le salen las cosas, tiene amarillas por que no sabe controlar su temperamento. Convirtio un gol, pero aun asi no quedo conforme;;;;;;;;;;;;;;;;;
2565;171;10;6;10/06/2023;125;Titular;;5;Jugador que cuando esta contento marca diferencias, asistio, fue colectivo, presiono y recupero balones. Sus goles fueron de buena factura;;;;;;;;;;;;;;;;;
2566;171;10;6;10/06/2023;126;Suplente ingresa;;3;Martin es un jugadro silencioso. Fue muy colaborativo en el juego tanto ofensivo como defensivo. Pero le cuesto mucho definir o ganar los duelos;;;;;;;;;;;;;;;;;
2567;171;10;6;10/06/2023;127;No citado;;;;;;;;;;;;;;;;;;;;
2568;171;10;6;10/06/2023;128;Titular;;4;Comienza bien, hasta que se pierde un gol. Su falta de hacer goles, lo hace irse del partido. Es un jugador que presiono constantemente al rival en los inicios.;;;;;;;;;;;;;;;;;
2569;171;10;6;10/06/2023;129;No citado;;;;;;;;;;;;;;;;;;;;
2570;171;10;6;10/06/2023;130;Titular;;4;Debe mejorar sus controles orientados, por momentos queda en buena posicion para profundizar, pero su control lo hace hacer otra accion mas eb la jugada;;;;;;;;;;;;;;;;;
2571;171;10;6;10/06/2023;131;Suplente ingresa;;5;Buen partido, encaro, gano duelos ofensivos, defendio de manera agresiva. Fue un partido interesante de cesar;;;;;;;;;;;;;;;;;
2572;172;10;6;16/06/2023;109;Suplente ingresa;;4;Entro compenetrado con el equipo. Le generaron solo aproximaciones, estuvo atento en todo momento. Bien posicionado dando linea de pase y estando en distancias.;;;;;;;;;;;;;;;;;
2573;172;10;6;16/06/2023;110;No citado;;;;;;;;;;;;;;;;;;;;
2574;172;10;6;16/06/2023;108;Titular;;4;Jugo buen partido, valoro cuando iniciar en corto y cuando en largo. Debe mejkorar su toma de decisiones en cuanto a la tactica de balon detenido defensivo, le pregunto mucho al preparador de arqueros;;;;;;;;;;;;;;;;;
2575;172;10;6;16/06/2023;111;Titular;;4;Comenzo debil en sus controles y sus pases. Posterior a eso fue agarrando confianza, genero duelos en ofensivas y remates de distancias. Los duelos defensivos los supo ganar de gran manera;;;;;;;;;;;;;;;;;
2576;172;10;6;16/06/2023;112;No citado;;;;;;;;;;;;;;;;;;;;
2577;172;10;6;16/06/2023;113;Titular;;5;Buen partido. concentrado, atento, destacando en el bloque defensivo. supo valorar las opciones de juego. Arriesga cuando tiene que arriesgar. Defensivamente estuvo preparado para correr hacia atras;;;;;;;;;;;;;;;;;
2578;172;10;6;16/06/2023;114;Suplente ingresa;;4;Entro bien.En el comienzo se apresuro en la toma de decisiones lanzando mucho balones a la espalda de los laterales. Cuando el juego pedia otra cosa. Genero ocasiones de balon detenido;;;;;;;;;;;;;;;;;
2579;172;10;6;16/06/2023;115;Titular;;3;Buen partido. debe mejorar sus coberturas y si espacio, en que espacio ocupo y si soy mas lento que el rival, posicionarse unos pasos mas atras. Se equivoco en los pases e corto;;;;;;;;;;;;;;;;;
2580;172;10;6;16/06/2023;116;Titular;;2;Bajo partido de lucas. Sus pases el primer tiempo fueron debiles y al rival. Mejoro el segundo tiempo. Defensivamente le costo marcar al lateral que era mas rapido que el. seguido el partido se posiciono de mejor manera.;;;;;;;;;;;;;;;;;
2581;172;10;6;16/06/2023;117;Suplente ingresa;;4;Entro como extremo, en remplazo de ander. Se genero ocasiones en ofensiva, buscando eludir y remates de gran fectura. defensivamente ayudo al lateral por su sector;;;;;;;;;;;;;;;;;
2582;172;10;6;16/06/2023;118;Titular;;4;Buen partido como se destaca el. En aspecto defensivo, fue agresivo en su duelo, comenzo perdiendo muchos juegos aereos, pero despues se afianzo en su posicion. Debe tener ojo cuando se proyecta en ofeniva y quien ocupa ese espacio para no quedar en desequilirbio;;;;;;;;;;;;;;;;;
2583;172;10;6;16/06/2023;119;Suplente ingresa;;4;Entro bien, equilibrando el juego, dando pausas a este. Defensivamente gano los duelos tanto aereos como en marca.;;;;;;;;;;;;;;;;;
2584;172;10;6;16/06/2023;120;No citado;;;;;;;;;;;;;;;;;;;;
2585;172;10;6;16/06/2023;122;Titular;;5;Buen partido, controlo el juego, ocupo bien los espacios dejados por el rival, se metia bien al espaio, lateralizaba para buscar la profundiad en ataque. Defensivamente, su presion fue intensa;;;;;;;;;;;;;;;;;
2586;172;10;6;16/06/2023;121;No citado;;;;;;;;;;;;;;;;;;;;
2587;172;10;6;16/06/2023;123;Titular;;5;Muy bien jugado, destaca por sus movimientos, siempre ocupando un espacio libre. siempre estando actvo. Defensivamente es un jugador que se posiciona bien para defender y presionar al rival;;;;;;;;;;;;;;;;;
2588;172;10;6;16/06/2023;124;Suplente ingresa;;3;Entro bien pero obsesionandose con el arco, buscando rematar en todo momento. valoro poco el juego.;;;;;;;;;;;;;;;;;
2589;172;10;6;16/06/2023;125;Titular;;5;Destaco en este partido por sus goles y por atreverse a encarar a los rivales. Defensivamente se posiciono en el lugar tanro para cerrar lineas de pases como para recuperar el balon;;;;;;;;;;;;;;;;;
2590;172;10;6;16/06/2023;126;Suplente ingresa;;4;Entro a correr todos los balones, a presionar a la defensa rival. Se se asocio en todo momento dejando a compañeros en muy buena posicion de remate;;;;;;;;;;;;;;;;;
2591;172;10;6;16/06/2023;127;Suplente ingresa;;4;Buen partido, entro a encarar, aprovecho su velicidad en este partido. marco dieferencia por su duelo 1 vs 1. Ayudo a lucas sobre el final por el dolor en la pierna.;;;;;;;;;;;;;;;;;
2592;172;10;6;16/06/2023;128;Titular;;4;Colaboratuvo y asociativo. Se genera ocasiones de gol pero le cuesta convertir. Defensivamente presiono los inicios del rival;;;;;;;;;;;;;;;;;
2593;172;10;6;16/06/2023;129;No citado;;;;;;;;;;;;;;;;;;;;
2594;172;10;6;16/06/2023;130;Titular;;3;Es un jugador que tiene buena velocidad y buen duelo para encarar, pero aun asi no se atreve a generar este duelo.;;;;;;;;;;;;;;;;;
2595;172;10;6;16/06/2023;131;No citado;;;;;;;;;;;;;;;;;;;;
2596;173;10;6;18/06/2023;109;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2597;173;10;6;18/06/2023;110;No citado;;;;;;;;;;;;;;;;;;;;
2598;173;10;6;18/06/2023;108;Titular;;;;;;;;;;;;;;;;;;;;
2599;173;10;6;18/06/2023;111;Titular;;;;;;;;;;;;;;;;;;;;
2600;173;10;6;18/06/2023;112;No citado;;;;;;;;;;;;;;;;;;;;
2601;173;10;6;18/06/2023;113;Titular;;;;;;;;;;;;;;;;;;;;
2602;173;10;6;18/06/2023;114;Titular;;;;;;;;;;;;;;;;;;;;
2603;173;10;6;18/06/2023;115;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2604;173;10;6;18/06/2023;116;Titular;;;;;;;;;;;;;;;;;;;;
2605;173;10;6;18/06/2023;117;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2606;173;10;6;18/06/2023;118;Titular;;;;;;;;;;;;;;;;;;;;
2607;173;10;6;18/06/2023;119;Suplente ingresa;;;;;;;;;;;;;;;;;;;;
2608;173;10;6;18/06/2023;120;No citado;;;;;;;;;;;;;;;;;;;;
2609;173;10;6;18/06/2023;122;Titular;;;;;;;;;;;;;;;;;;;;
2610;173;10;6;18/06/2023;121;No citado;;;;;;;;;;;;;;;;;;;;
2611;173;10;6;18/06/2023;123;Titular;;;;;;;;;;;;;;;;;;;;
2612;173;10;6;18/06/2023;124;Suplente ingresa;;;;;;;;;;;;;;;;;;;;
2613;173;10;6;18/06/2023;125;Titular;;;;;;;;;;;;;;;;;;;;
2614;173;10;6;18/06/2023;126;Suplente ingresa;;;;;;;;;;;;;;;;;;;;
2615;173;10;6;18/06/2023;127;Suplente ingresa;;;;;;;;;;;;;;;;;;;;
2616;173;10;6;18/06/2023;128;Titular;;;;;;;;;;;;;;;;;;;;
2617;173;10;6;18/06/2023;129;No citado;;;;;;;;;;;;;;;;;;;;
2618;173;10;6;18/06/2023;130;Titular;;;;;;;;;;;;;;;;;;;;
2619;173;10;6;18/06/2023;131;No citado;;;;;;;;;;;;;;;;;;;;
2620;196;12;9;25/03/2023;151;;;;;;;;;;;;;;;;;;;;;
2621;196;12;9;25/03/2023;137;;;;;;;;;;;;;;;;;;;;;
2622;196;12;9;25/03/2023;157;;;;;;;;;;;;;;;;;;;;;
2623;196;12;9;25/03/2023;144;;;;;;;;;;;;;;;;;;;;;
2624;196;12;9;25/03/2023;150;;;;;;;;;;;;;;;;;;;;;
2625;196;12;9;25/03/2023;142;;;;;;;;;;;;;;;;;;;;;
2626;196;12;9;25/03/2023;132;;;;;;;;;;;;;;;;;;;;;
2627;196;12;9;25/03/2023;143;;;;;;;;;;;;;;;;;;;;;
2628;196;12;9;25/03/2023;147;;;;;;;;;;;;;;;;;;;;;
2629;196;12;9;25/03/2023;136;;;;;;;;;;;;;;;;;;;;;
2630;196;12;9;25/03/2023;149;;;;;;;;;;;;;;;;;;;;;
2631;196;12;9;25/03/2023;154;;;;;;;;;;;;;;;;;;;;;
2632;196;12;9;25/03/2023;145;;;;;;;;;;;;;;;;;;;;;
2633;196;12;9;25/03/2023;135;;;;;;;;;;;;;;;;;;;;;
2634;196;12;9;25/03/2023;133;;;;;;;;;;;;;;;;;;;;;
2635;196;12;9;25/03/2023;146;;;;;;;;;;;;;;;;;;;;;
2636;196;12;9;25/03/2023;155;;;;;;;;;;;;;;;;;;;;;
2637;196;12;9;25/03/2023;156;;;;;;;;;;;;;;;;;;;;;
2638;196;12;9;25/03/2023;153;;;;;;;;;;;;;;;;;;;;;
2639;196;12;9;25/03/2023;141;;;;;;;;;;;;;;;;;;;;;
2640;196;12;9;25/03/2023;140;;;;;;;;;;;;;;;;;;;;;
2641;196;12;9;25/03/2023;158;;;;;;;;;;;;;;;;;;;;;
2642;196;12;9;25/03/2023;152;;;;;;;;;;;;;;;;;;;;;
2643;196;12;9;25/03/2023;159;;;;;;;;;;;;;;;;;;;;;
2644;196;12;9;25/03/2023;138;;;;;;;;;;;;;;;;;;;;;
2645;196;12;9;25/03/2023;148;;;;;;;;;;;;;;;;;;;;;
2646;196;12;9;25/03/2023;139;;;;;;;;;;;;;;;;;;;;;
2647;196;12;9;25/03/2023;134;;;;;;;;;;;;;;;;;;;;;
2648;196;12;9;25/03/2023;160;;;;;;;;;;;;;;;;;;;;;
2649;196;12;9;25/03/2023;291;;;;;;;;;;;;;;;;;;;;;
2650;197;12;9;1/04/2023;151;;;;;;;;;;;;;;;;;;;;;
2651;197;12;9;1/04/2023;137;No citado;;;;;;;;;;;;;;;;;;;;
2652;197;12;9;1/04/2023;157;Titular;;3;Franco es un jugador que tiene un gran potencial ya sea físico como técnico, sin embargo algo pasa que no logra desarrollar ese potencial. En este partido fue el más bajo en relacion a lo que puede dar.;;;;;;;;;;;;;;;;;
2653;197;12;9;1/04/2023;144;No citado;;;;;;;;;;;;;;;;;;;;
2654;197;12;9;1/04/2023;150;Titular;;4;Samuel es un jugador que sabe lo que debe hacer en la función que desempeña. En ocasiones exagera en intentar salir jugando en todas las jugadas, lo que lo lleva a arriesgar más de la cuenta. De todas menera hizo un buen partido.;;;;;;;;;;;;;;;;;
2655;197;12;9;1/04/2023;142;No citado;;;;;;;;;;;;;;;;;;;;
2656;197;12;9;1/04/2023;132;Suplente ingresa;;4;Javier es un jugador muy talentoso, ingreso en la segunda etapa y realizó le que se le pidio, llegando al área para definir, prueba de ello es que hizo el tercero y cuarto gol. Buen partido.;;;;;;;;;;;;;;;;;
2657;197;12;9;1/04/2023;143;Titular;;3;Justin es un buen jugador, sin embargo equivoca muchas veces la forma como debe jugar porque como tiene buen potencial físico, muestra un despliegue mayor en la cancha, el problema es que se desordena tacticamente y eso provoca que el equipo quede desequilibrado en algunos pasajes del juego. En este partido el rival no fue peligroso pero en otra ocasion ese desorden nos puede costar caro.;;;;;;;;;;;;;;;;;
2658;197;12;9;1/04/2023;147;No citado;;;;;;;;;;;;;;;;;;;;
2659;197;12;9;1/04/2023;136;Suplente ingresa;;3;Kevin es un buen volante más ofensivo, puede jugar de extremo a esta edad, sin embargo pienso que por su falta de velocidad puede jugar más como un volante. En este partido ingreso en el segundo tiempo y fue muy eficiente para generar espacios por la banda izquierda, jugó un buen partido los minutos que estuvo en la cancha.;;;;;;;;;;;;;;;;;
2660;197;12;9;1/04/2023;149;Titular;;3;Sebastian hizo un buen partido, sin embargo le costo encontrar espacios mas utiles para habilitar a los delanteros. Venia mucho cerca de Fernandez en vez de buscar espacios a las espaldas de los volantes. Mostramos poca claridad en  zona de finalización y las opciones en el último tercio eran muy trabadas.;;;;;;;;;;;;;;;;;
2661;197;12;9;1/04/2023;154;Suplente ingresa;;3;Edgardo al igual que Poblete no tuvo mucho trabajo porque el rival no nos llegaba para inquietar, pero las veces que le toco intervenir tomo la decision correcta para resolver.;;;;;;;;;;;;;;;;;
2662;197;12;9;1/04/2023;145;Titular;;3;Gaspar no tuvo mayor trabajo defensivo porque los extremos o volantes que llegaban por esa banda no eran tan profundos eso ayudo que él estuviera posicionado más alto de lo habitual. Cuando se desdoblo en ataque pudo haber mostrado mas resolución pero no lo hizo mal.;;;;;;;;;;;;;;;;;
2663;197;12;9;1/04/2023;135;Suplente ingresa;;3;Eduardo jugó bien los minutos que estuvo en cancha, se desmarco a las espaldas de los volantes rivales es nos ayudo a tener más espacio para quienes venian desde atrás, eso también provocó que saltaran a marcar los de la última línea y esos moviemientos nos ayudo e aencontra los espacios.;;;;;;;;;;;;;;;;;
2664;197;12;9;1/04/2023;133;Suplente ingresa;;3;Ignacio al igual que por la otra banda no tuvo mayor trabajo, por lo tanto estuvo más pendiente de irse al ataque pero no decide adecuadamente cuando se desdobla en ataque. Sin embargo no jugó mal los minutos que jugó.;;;;;;;;;;;;;;;;;
2665;197;12;9;1/04/2023;146;No citado;;;;;;;;;;;;;;;;;;;;
2666;197;12;9;1/04/2023;155;Titular;;3;Adiel hizo un buen partido, sin embargo él no iba jugando en ete partido pero lo tuve que poner porque llegó atrasado Soto qu e sí iba d etitular. Jugo un buen artido sobre todo para sostener al equipo en mitad de cancha.;;;;;;;;;;;;;;;;;
2667;197;12;9;1/04/2023;156;Titular;;3;Claudio es un buen jugador que puede jugar como extremo o como volante por izquierda, en este partido sin embargo como extremo le costo adpatarse a los espacios, siempre que recibió lo hizo mirando para la bando lo que explica claramente que estaba muy cerrado. Luego cuando él encuentra los espacios para desbordar o filtrase por carril interior lo hace muy bien, el primer gol sale de un centro suyo.;;;;;;;;;;;;;;;;;
2668;197;12;9;1/04/2023;153;No citado;;;;;;;;;;;;;;;;;;;;
2669;197;12;9;1/04/2023;141;Lesionado;;;;;;;;;;;;;;;;;;;;
2670;197;12;9;1/04/2023;140;Titular;;3;Renato hizo un buen partido, pero pudo se rexcelente si hubiese convertido las ocasiones que tuvo. Es muy luchador y generoso en el despliegue, ayuda mucho en la presion tras perdida.;;;;;;;;;;;;;;;;;
2671;197;12;9;1/04/2023;158;Titular;;4;Cesar es un delantero muy talentoso sin embargo no habia mostrado ese talente en los partidos amistosos, este partido sirvio para verlo mas comprometido en el juego algo que carecio en los partidos amistosos.;;;;;;;;;;;;;;;;;
2672;197;12;9;1/04/2023;152;Lesionado;;;;;;;;;;;;;;;;;;;;
2673;197;12;9;1/04/2023;159;Titular;;3;Francisco para mi es el arquero titular de esta categoría esperando lo que pueda ir adquiriendo Luciano Novoa. Francisco en este partido se comporto con mucha tranquilidad a pesar de que tuvo poco trabajo, las pocas intervenciones fueron acertadas y transmitio tranquilidad en todo momento.;;;;;;;;;;;;;;;;;
2674;197;12;9;1/04/2023;138;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2675;197;12;9;1/04/2023;148;No citado;;;;;;;;;;;;;;;;;;;;
2676;197;12;9;1/04/2023;139;Titular;;3;Isaac es un buen jugador, hábil con el balón sin embargo en este partido como había poco espacio cada vez que salia por su sector decidia mal o se equivocaba en los controles. Nunca se acomodo al poco espacio que tuvimos sobre todo en el primer tiempo.;;;;;;;;;;;;;;;;;
2677;197;12;9;1/04/2023;134;Suplente no ingresa;;1;Cristian es un central de buen biotipo, es el central que deseo proyectar además de ser izquierdo, iba de titular sin embargo llegó atrasado y lo deje fuera del equipo y no lo hice jugar por lo mismo. Entiendo que la culpa de esto es de los padres porque son ellos los responsables del chico a esta edad, pero debe tener una consecuencia ese tipo de conducta sea por responsabilidad directa de él o de otros.;;;;;;;;;;;;;;;;;
2678;197;12;9;1/04/2023;160;Lesionado;;;;;;;;;;;;;;;;;;;;
2679;197;12;9;1/04/2023;291;;;;;;;;;;;;;;;;;;;;;
2680;198;12;9;15/04/2023;151;No citado;;;;;;;;;;;;;;;;;;;;
2681;198;12;9;15/04/2023;137;Suplente ingresa;;3;Franco es un jugador interesante por sus cualidades y por lo mismo puede jugar en varias posiciones. En este partido ingreso desde el banco para jugar de volante central y pese a que el partido no requeria mayor exigencia él no estuvo bien porque los minutos que estuve en el campo sobrepasaba la linea de volantes interiores.;;;;;;;;;;;;;;;;;
2682;198;12;9;15/04/2023;157;No citado;;;;;;;;;;;;;;;;;;;;
2683;198;12;9;15/04/2023;144;Titular;;3;Samuel pese a que no tuvo mayor trabajo no hizo un bue partido, estuvo muy erratico en los controles y en los pases, decir que la cancha no acompañaba, pero mas alla de eso a Samuel le costo acomodarse.;;;;;;;;;;;;;;;;;
2684;198;12;9;15/04/2023;150;No citado;;;;;;;;;;;;;;;;;;;;
2685;198;12;9;15/04/2023;142;Titular;;3;Javier es un jugador hábil y generoso en la entrega, sin embargo en este partido fue poco inteligente para posicionarse y no cumplio de buena forma lo que le pedi, aun asi su rendimiento no fue malo y pudo haber hecho mas goles.;;;;;;;;;;;;;;;;;
2686;198;12;9;15/04/2023;132;Titular;;3;A justin le cuesta entender que debe posicionarse mejor en el terreno de juego, sigue ahogando la jugada cuando el equipo esta en zona de finalización, siempre la instrucción es que se posicione mas atrás de la linea del balon para que cuando no se pueda entrar él le de desahoga y basculacioon al juego, sin embargo sigue adelantandose demasiado.;;;;;;;;;;;;;;;;;
2687;198;12;9;15/04/2023;143;No citado;;;;;;;;;;;;;;;;;;;;
2688;198;12;9;15/04/2023;147;Titular;;3;Kevin es un buen jugador y sabe jugar como delantero o como extremo. En este partido como extremo siempre genero lineas de pases adecuados para lo que requería la jugada y cuando paso a jugar de delantero descendio lo justo para generar los espacios necesarios, sin embargo no supieron habilitarloa decuadamente.;;;;;;;;;;;;;;;;;
2689;198;12;9;15/04/2023;136;Suplente ingresa;;3;Sebastian jugó algunos minutos y lo hizo bien, sin embargo abuso mucho del individualismo, cuando la jugada pedía jugar asociado el eludia y tocaba cuando la jugada pedía habilitar el se jugaba la individual. Pudo jugar mejor desde mi punto de vista en este partido.;;;;;;;;;;;;;;;;;
2690;198;12;9;15/04/2023;149;Suplente ingresa;;3;Edgardo al igual que Poblete, no tuvo trabajao, practicamente no nos llegaron, solo embolso un par de balones que llegaron por un remate al arco desde muy lejos o salio jugando cuando se produjo algun saque de meta.;;;;;;;;;;;;;;;;;
2691;198;12;9;15/04/2023;154;Suplente ingresa;;3;Gaspara ingreso como central en lugar de Cancino, a pesar que no nos llegaron y que siempre neutralizamos cualquier intento del rival, Gaspar a mi juicio no hizo un buen partido los minutos que jugó.;;;;;;;;;;;;;;;;;
2692;198;12;9;15/04/2023;145;Suplente ingresa;;4;Eduardo jugó un muy buen segundo tiempo, cada vez que el balón paso por sus pies se genero algún ataque y jugó con criterio decidiendo acertadamente lo que pedía la jugada. Buen partido.;;;;;;;;;;;;;;;;;
2693;198;12;9;15/04/2023;135;Titular;;2;Ignacio desde mi punto de vista no hizo un buen partido, pudo ser mas efectivo en su jueg sin embargo no fue resolutivo cuando tenia el balón decidió mal y se demoraba en decidir que hacer, provocando con esto, que se perdiera la opcion o de salir juagando con claridad o llegando con claridad en area rival.;;;;;;;;;;;;;;;;;
2694;198;12;9;15/04/2023;133;No citado;;;;;;;;;;;;;;;;;;;;
2695;198;12;9;15/04/2023;146;Titular;;3;Adiel jugó un buen partido, no tuvo mucho trabajo, le mostraron amarilla por llgar tarde un balon en disputa, por lo demás estuvo atento y a estar ordenado en su  posición.;;;;;;;;;;;;;;;;;
2696;198;12;9;15/04/2023;155;Titular;;4;Claudio al igual que Lopez, hizo un buen primer tiempo siendo inteligente para adecuarse en la cancha, fue claro para decidir y aportó en el juego ofensivo. Buen partido.;;;;;;;;;;;;;;;;;
2697;198;12;9;15/04/2023;156;No citado;;;;;;;;;;;;;;;;;;;;
2698;198;12;9;15/04/2023;153;No citado;;;;;;;;;;;;;;;;;;;;
2699;198;12;9;15/04/2023;141;Titular;;3;Renato desde mi punto de vista hizo un buen partido, siempre muy colectivo, mas de la cuenta a veces, pero a pesar que solo hizo un gol, tuvo un para de ocasiones para hacer más goles. Luego se lesionó y lo tuve que sacar.;;;;;;;;;;;;;;;;;
2700;198;12;9;15/04/2023;140;Titular;;4;Cesar hizo 2 goles y jugó un buen partido, siempre recibio de frente para ir hacia el area, y utilizó bien sus características para ponerlas al servicio del equipo. Buen partido.;;;;;;;;;;;;;;;;;
2701;198;12;9;15/04/2023;158;Titular;;4;Matias jugó un buen partido, muy concentrado y efectivo e inteligente para resolver. Aportó en ataque y cerró su banda para que ellos no pudieran salir y nos atacaran por ese sector. Buen partido.;;;;;;;;;;;;;;;;;
2702;198;12;9;15/04/2023;152;Titular;;3;Francisco hizo un partido dentro de lo que se espera de un portero en un partido de estas caracteristicas, sin llegadas del rival, siempre estuvo hablando y ordenando y atento cuando debía salir en caso de un ataque a las espaldas de la linea defensiva.;;;;;;;;;;;;;;;;;
2703;198;12;9;15/04/2023;159;Suplente ingresa;;4;Nikolas jugó un excelente partido, encaró, busco diagonal con y sin balon, le dio amplitud y profundidad a nuestro juego y además logró convertir un bonito gol. Buen partido.;;;;;;;;;;;;;;;;;
2704;198;12;9;15/04/2023;138;No citado;;;;;;;;;;;;;;;;;;;;
2705;198;12;9;15/04/2023;148;Suplente ingresa;;3;Isack ingreso en el segundo tiempo y jugó un buen partido, el partido estaba para proyectarse por ese sector pero debia hacerlo inteligentemente para no ahogar la jugada y esto lo entendio bien. Buen partido.;;;;;;;;;;;;;;;;;
2706;198;12;9;15/04/2023;139;No citado;;;;;;;;;;;;;;;;;;;;
2707;198;12;9;15/04/2023;134;No citado;;;;;;;;;;;;;;;;;;;;
2708;198;12;9;15/04/2023;160;No citado;;;;;;;;;;;;;;;;;;;;
2709;198;12;9;15/04/2023;291;;;;;;;;;;;;;;;;;;;;;
2710;199;12;9;23/04/2023;151;Lesionado;;;;;;;;;;;;;;;;;;;;
2711;199;12;9;23/04/2023;137;Suplente ingresa;;2;Franco ingreso en el segundo tiempo como delantero por izquierda, sin embargo no se acomodo nunca, le costaba mantener la amplitud del ataque para que pudieramos tener mas espacio por carril interior y cuando fue habilitado no logro desequilibrar por es sector, bajo partido.;;;;;;;;;;;;;;;;;
2712;199;12;9;23/04/2023;157;No citado;;;;;;;;;;;;;;;;;;;;
2713;199;12;9;23/04/2023;144;Titular;;3;Samuel hizo un buen partido aunque en ocasiones cae en exagerar en salir eludiendo, situación que en ocasiones pierde el balon saliendo. Pero en general es un jugador que mantiene un rendimiento regular.;;;;;;;;;;;;;;;;;
2714;199;12;9;23/04/2023;150;No citado;;;;;;;;;;;;;;;;;;;;
2715;199;12;9;23/04/2023;142;Titular;;3;Javier es un jugador muy talentoso que cada vez adquiere mayor confienza en su juego, en este partido estuvo bien en las acciones que participo, habilitó a los compañeros, se jugo la personal y remato de distancia. Buen partido.;;;;;;;;;;;;;;;;;
2716;199;12;9;23/04/2023;132;Titular;;2;Justin es un buen jugador, en este partido estuvo general algo erratico en el primer tiempo porque, en ocasiones exagero en lo inidvidual, pero no hubo problemas. Sin embargo en el segundo tiempo lo hizo nuevamente, intentar eludir en un sector que no lo debe hacer, la perdio el rival la metio al area y el el delantero se adelante entre los centrales y el arquero para anotar.;;;;;;;;;;;;;;;;;
2717;199;12;9;23/04/2023;143;No citado;;;;;;;;;;;;;;;;;;;;
2718;199;12;9;23/04/2023;147;Titular;;2;Kevin no jugó un buen primer tiempo, le costo participar por ese costado, el lateral lo neutralizo y no pudo resolverlo durante el primer tiempo. Bajo primer tiempo.;;;;;;;;;;;;;;;;;
2719;199;12;9;23/04/2023;136;No citado;;;;;;;;;;;;;;;;;;;;
2720;199;12;9;23/04/2023;149;Suplente no ingresa;;;;;;;;;;;;;;;;;;;;
2721;199;12;9;23/04/2023;154;No citado;;;;;;;;;;;;;;;;;;;;
2722;199;12;9;23/04/2023;145;Suplente ingresa;;3;Eduardo ingreso en el segunto tiempo y le dio mas energia al medio campo, habilitando a los delanteros, pese a uqe habia poco espacio porque ellos se replegaron a defender, sin embargo Eduardo estuvo muy activo los minutos que jugó.;;;;;;;;;;;;;;;;;
2723;199;12;9;23/04/2023;135;Suplente ingresa;;2;Ignacio ingreso en el segundo tiempo de lateral, porque sanchez  ya estaba cansado. Si fueron pocos minutos por su sector estaba generandose nuestro ataque con Poblete sin embargo Ignacio no aprovecho esa opcion que se estaba dando por su banda, tomo malas decisiones en el momento de jugar. Bajo rendimiento los minutos que jugó.;;;;;;;;;;;;;;;;;
2724;199;12;9;23/04/2023;133;Suplente ingresa;;2;Al igual que los que ingresaron en el segundo timepo, carlos lo hizo para dar mas frescura y mantener la presión sobre el rival para descontar en el marcador porque el juego se estaba dando en campo del rival, pero Carlos no estuvo acertado en los pases, le costo posicionarse, bajo rendimiento los minutos que jugó.;;;;;;;;;;;;;;;;;
2725;199;12;9;23/04/2023;146;Titular;;3;Buen partido de Adiel, casi siempre estuvimos mano a mano con los delanteros rivales y resolvieron bien durante todo el primer tiempo. Sin embargo se enredaron con samuel y el arquero cuando Fernandez perdio el balon en la salida, cuando el rival convirtió el primer gol y quizás también algo de desconcentración en el segundo. Pese a ello creo hizo un buen partido.;;;;;;;;;;;;;;;;;
2726;199;12;9;23/04/2023;155;Titular;;3;Claudio es un jugador interesante que tiene mucho despliegue y recorrido. Es generoso con el equipo cuando tenemos que defender, solo debe tener más precisión cuando debe habilitar a los delanteros. En mi opinión hizo un buen partido.;;;;;;;;;;;;;;;;;
2727;199;12;9;23/04/2023;156;No citado;;;;;;;;;;;;;;;;;;;;
2728;199;12;9;23/04/2023;153;Lesionado;;;;;;;;;;;;;;;;;;;;
2729;199;12;9;23/04/2023;141;Titular;;3;Renato es un delantero interesante, sin embargo debemos trabajar con él en el finiquito ya que se pierde muchos goles, las opciones que tiene las desperdicia porque no define adecuadamente. el gol lo hace luego de una jugada individual. En general hizo un buen partido.;;;;;;;;;;;;;;;;;
2730;199;12;9;23/04/2023;140;Titular;;2;Cesar es un delnatero muy interesante en mi opinión, sin embargo es muy intermitente. Su habilidad en el 1 contra 1 es muy alta y por lo general termina pasando, pero también le cuesta definir. Hace lo más dificil que es despejarse el camino pero cuando debe finalizar la jugada, lo hace mal. Tuvo varias jugadas donde debió resolver con un compañero pero no lo hizo, tampoco definio bien las ocasiones que tuvo. Bajo porque tiene para dar más.;;;;;;;;;;;;;;;;;
2731;199;12;9;23/04/2023;158;Titular;;4;El mejor del partido, en  mi opinión Matias jugó unexcelente partido, defendio se desdoblo por su banda, habilito a su delantero y llegó al área contraria. Buen partido.;;;;;;;;;;;;;;;;;
